"Date","Price","Open","High","Low","Vol.","Change %"
"09/13/2021","825.37","831.23","831.79","823.47","1.29B","-0.95%"
"09/10/2021","833.28","823.71","833.28","823.63","1.56B","0.86%"
"09/09/2021","826.19","816.46","827.51","815.10","1.55B","0.34%"
"09/08/2021","823.38","831.63","834.42","817.42","2.03B","-1.10%"
"09/07/2021","832.57","843.09","844.58","830.86","2.15B","-1.07%"
"09/06/2021","841.58","840.14","849.09","837.23","2.94B","0.31%"
"09/03/2021","839.01","829.78","839.21","829.45","2.59B","1.56%"
"09/02/2021","826.15","832.79","837.71","826.15","2.53B","-0.87%"
"09/01/2021","833.44","827.49","834.78","826.33","2.13B","0.52%"
"08/31/2021","829.14","822.41","829.14","812.58","1.90B","0.77%"
"08/30/2021","822.78","815.39","822.78","815.39","1.48B","1.08%"
"08/27/2021","813.95","808.73","815.05","805.46","1.95B","0.70%"
"08/26/2021","808.27","816.84","818.88","804.42","1.98B","0.31%"
"08/25/2021","805.79","792.80","805.79","792.80","2.30B","1.60%"
"08/24/2021","793.11","796.07","799.20","792.10","2.44B","0.37%"
"08/23/2021","790.20","777.41","794.21","777.41","1.83B","2.50%"
"08/20/2021","770.92","776.99","781.39","767.12","2.09B","-0.48%"
"08/19/2021","774.61","793.89","793.89","774.61","2.07B","-2.75%"
"08/18/2021","796.55","790.01","796.69","777.84","2.40B","0.71%"
"08/17/2021","790.93","799.46","800.59","790.77","1.94B","-1.34%"
"08/16/2021","801.65","801.19","804.48","795.55","2.12B","-0.25%"
"08/13/2021","803.65","815.46","815.46","802.71","2.33B","-1.47%"
"08/12/2021","815.61","817.46","818.20","813.35","1.73B","-0.22%"
"08/11/2021","817.37","821.74","821.74","811.33","2.50B","-0.66%"
"08/10/2021","822.78","830.94","832.85","821.73","2.24B","-0.98%"
"08/09/2021","830.92","832.91","832.91","823.64","2.52B","-0.37%"
"08/06/2021","833.99","840.58","840.58","830.69","3.21B","-0.85%"
"08/05/2021","841.13","839.33","842.22","837.13","4.40B","0.30%"
"08/04/2021","838.58","837.33","839.24","835.04","4.08B","0.47%"
"08/03/2021","834.64","830.47","834.64","829.57","2.31B","0.53%"
"08/02/2021","830.21","819.39","830.21","819.24","2.56B","1.34%"
"07/30/2021","819.21","824.36","824.84","818.75","3.38B","-0.53%"
"07/29/2021","823.56","817.99","823.56","814.28","2.86B","1.26%"
"07/28/2021","813.30","821.22","821.22","803.04","2.94B","-1.08%"
"07/27/2021","822.14","825.65","830.16","821.46","3.06B","-0.26%"
"07/26/2021","824.31","826.60","831.75","823.56","3.17B","-0.21%"
"07/23/2021","826.02","832.56","834.49","823.60","3.33B","-0.67%"
"07/22/2021","831.63","824.00","836.18","824.00","3.41B","0.98%"
"07/21/2021","823.53","824.35","830.95","818.12","3.43B","0.08%"
"07/20/2021","822.88","826.96","829.88","821.20","2.71B","-0.86%"
"07/19/2021","830.04","834.57","834.57","825.57","2.57B","-1.10%"
"07/16/2021","839.30","838.95","841.66","833.97","2.67B","-1.81%"
"07/15/2021","854.76","850.49","854.76","848.08","2.71B","0.53%"
"07/14/2021","850.27","850.03","853.89","844.46","3.64B","0.52%"
"07/13/2021","845.83","840.67","850.97","840.67","4.75B","1.32%"
"07/12/2021","834.84","833.01","837.77","832.09","3.12B","1.36%"
"07/09/2021","823.65","829.21","829.21","819.37","2.91B","-0.74%"
"07/08/2021","829.83","832.88","835.88","828.87","3.59B","-0.32%"
"07/07/2021","832.46","830.63","833.87","828.05","2.44B","0.25%"
"07/06/2021","830.40","832.24","836.98","828.77","2.46B","-0.36%"
"07/05/2021","833.40","823.80","836.74","823.80","3.05B","1.31%"
"07/02/2021","822.64","822.68","825.18","819.50","2.47B","0.07%"
"07/01/2021","822.03","828.41","830.93","821.48","2.28B","-0.73%"
"06/30/2021","828.05","827.68","832.27","827.68","2.10B","0.30%"
"06/29/2021","825.58","823.75","830.19","823.75","2.45B","0.27%"
"06/28/2021","823.35","824.30","824.38","817.79","2.42B","-0.07%"
"06/25/2021","823.94","823.75","831.04","822.56","2.85B","0.19%"
"06/24/2021","822.41","825.92","828.14","820.77","2.67B","-0.22%"
"06/23/2021","824.25","808.63","826.28","808.56","3.00B","2.49%"
"06/22/2021","804.22","812.94","816.30","804.22","2.41B","-0.56%"
"06/21/2021","808.76","829.25","829.25","808.27","2.79B","-2.53%"
"06/18/2021","829.76","834.51","837.39","829.76","3.75B","-0.54%"
"06/17/2021","834.25","826.11","834.25","821.51","2.88B","0.64%"
"06/16/2021","828.96","832.95","834.07","828.24","3.09B","-0.61%"
"06/15/2021","834.08","830.35","835.04","830.35","2.78B","0.98%"
"06/11/2021","825.99","826.05","830.09","825.01","2.50B","0.30%"
"06/10/2021","823.49","814.15","823.82","813.21","3.11B","1.65%"
"06/09/2021","810.15","814.48","814.57","807.78","2.82B","-0.55%"
"06/08/2021","814.62","817.68","821.58","814.20","2.22B","-0.35%"
"06/07/2021","817.45","820.09","820.45","803.08","3.40B","-0.20%"
"06/04/2021","819.09","821.65","821.65","813.83","2.35B","-0.43%"
"06/03/2021","822.63","819.45","826.36","819.39","2.97B","0.51%"
"06/02/2021","818.43","826.51","829.75","814.79","3.09B","-0.83%"
"06/01/2021","825.25","824.76","830.09","822.87","3.84B","0.16%"
"05/31/2021","823.95","814.89","824.78","812.52","3.98B","1.62%"
"05/28/2021","810.81","803.90","812.72","803.09","3.02B","1.43%"
"05/27/2021","799.41","797.86","799.41","789.11","2.79B","-0.37%"
"05/26/2021","802.36","804.65","808.26","798.30","2.61B","0.07%"
"05/25/2021","801.80","790.56","805.76","790.56","4.01B","2.28%"
"05/24/2021","783.90","780.33","787.80","774.53","2.50B","0.08%"
"05/21/2021","783.26","777.54","790.18","777.05","2.68B","1.40%"
"05/20/2021","772.47","776.23","778.06","767.39","2.85B","-0.44%"
"05/19/2021","775.90","777.99","784.42","771.29","3.69B","-0.67%"
"05/18/2021","781.11","756.36","781.76","754.88","2.91B","4.97%"
"05/17/2021","744.10","745.19","759.82","732.97","3.69B","-2.24%"
"05/14/2021","761.17","759.40","773.18","755.17","3.47B","1.48%"
"05/13/2021","750.09","746.20","768.03","733.61","4.06B","-1.08%"
"05/12/2021","758.30","777.28","783.71","713.77","5.45B","-2.95%"
"05/11/2021","781.39","811.77","811.77","778.33","3.61B","-4.37%"
"05/10/2021","817.11","833.19","833.32","816.41","2.61B","-2.17%"
"05/07/2021","835.21","815.07","835.21","815.07","3.12B","2.66%"
"05/06/2021","813.57","813.18","819.03","802.94","3.15B","0.57%"
"05/05/2021","808.98","824.17","825.25","808.98","3.03B","-1.60%"
"05/04/2021","822.10","831.69","833.41","804.98","4.74B","-1.01%"
"05/03/2021","830.51","848.48","849.60","830.40","4.17B","-2.81%"
"04/29/2021","854.52","859.43","864.35","854.52","4.80B","0.01%"
"04/28/2021","854.41","857.48","858.71","851.63","4.76B","-0.30%"
"04/27/2021","857.00","857.57","860.09","851.68","4.24B","0.01%"
"04/26/2021","856.91","849.54","856.91","849.01","4.29B","1.46%"
"04/23/2021","844.58","828.89","844.58","826.99","3.87B","1.98%"
"04/22/2021","828.20","840.50","844.44","828.20","5.74B","-0.80%"
"04/21/2021","834.88","842.06","842.44","834.88","4.02B","-1.13%"
"04/20/2021","844.41","837.11","844.67","835.33","3.36B","0.49%"
"04/19/2021","840.30","843.21","846.08","838.17","3.52B","-0.66%"
"04/16/2021","845.87","842.60","846.08","838.79","3.20B","-0.10%"
"04/15/2021","846.74","836.38","846.74","833.40","2.89B","1.07%"
"04/14/2021","837.78","838.38","841.29","820.42","5.09B","0.22%"
"04/13/2021","835.95","838.95","848.51","834.63","5.46B","-0.32%"
"04/12/2021","838.62","848.64","850.85","836.44","4.52B","-0.84%"
"04/09/2021","845.71","854.66","856.81","845.09","4.88B","-0.63%"
"04/08/2021","851.10","842.57","851.30","838.51","4.05B","0.71%"
"04/07/2021","845.09","844.25","846.88","839.83","3.89B","0.41%"
"04/06/2021","841.67","841.45","846.46","840.33","3.17B","1.24%"
"04/01/2021","831.37","828.27","832.00","826.20","3.28B","1.31%"
"03/31/2021","820.62","829.47","830.37","820.62","3.35B","-1.32%"
"03/30/2021","831.62","828.21","831.75","825.30","3.82B","0.51%"
"03/29/2021","827.43","825.39","830.86","824.83","4.07B","1.15%"
"03/26/2021","818.04","809.66","819.33","808.81","2.94B","1.76%"
"03/25/2021","803.91","801.66","809.87","796.57","3.56B","0.09%"
"03/24/2021","803.17","801.76","809.42","799.74","3.39B","-1.52%"
"03/23/2021","815.54","819.74","826.50","814.63","4.66B","0.03%"
"03/22/2021","815.26","809.71","818.62","805.02","4.22B","0.59%"
"03/19/2021","810.50","815.20","815.92","808.58","3.64B","-1.43%"
"03/18/2021","822.26","820.89","829.40","820.89","3.68B","0.58%"
"03/17/2021","817.54","822.75","825.93","814.72","2.76B","-0.64%"
"03/16/2021","822.81","818.75","824.40","818.62","2.58B","0.52%"
"03/15/2021","818.56","820.12","820.72","815.12","2.34B","-0.17%"
"03/12/2021","819.93","818.33","824.95","814.73","2.67B","0.73%"
"03/11/2021","814.02","799.50","815.89","798.33","2.33B","2.09%"
"03/10/2021","797.36","799.73","803.84","794.35","2.05B","0.35%"
"03/09/2021","794.61","788.82","796.71","783.80","2.31B","-0.34%"
"03/08/2021","797.30","808.66","814.19","797.30","2.26B","-0.66%"
"03/05/2021","802.59","794.90","807.33","788.26","2.64B","-0.37%"
"03/04/2021","805.61","818.13","818.13","803.21","3.05B","-2.58%"
"03/03/2021","826.97","816.43","826.97","805.83","2.78B","1.63%"
"03/02/2021","813.73","825.18","831.80","813.73","3.02B","0.13%"
"02/26/2021","812.69","823.67","826.30","812.69","3.49B","-3.56%"
"02/25/2021","842.68","841.67","846.61","834.75","3.94B","1.43%"
"02/24/2021","830.76","837.27","846.04","830.76","3.87B","-1.82%"
"02/23/2021","846.17","844.03","847.90","833.95","3.13B","-0.57%"
"02/22/2021","850.99","856.76","862.64","850.99","3.83B","0.16%"
"02/19/2021","849.62","852.36","852.79","842.67","3.61B","-0.74%"
"02/18/2021","855.93","854.60","861.24","849.69","3.19B","0.16%"
"02/17/2021","854.53","850.18","857.90","849.59","3.31B","4.09%"
"02/05/2021","820.98","822.20","829.80","819.46","2.89B","0.77%"
"02/04/2021","814.73","814.18","821.31","808.41","3.04B","-0.58%"
"02/03/2021","819.52","824.34","828.87","817.87","3.27B","0.05%"
"02/02/2021","819.12","808.29","824.68","808.29","3.17B","2.69%"
"02/01/2021","797.69","782.56","798.72","775.24","2.92B","2.29%"
"01/29/2021","779.84","804.41","809.29","779.84","3.49B","-1.86%"
"01/28/2021","794.65","798.65","802.77","791.08","3.37B","-2.14%"
"01/27/2021","812.01","812.66","820.45","807.54","2.78B","0.35%"
"01/26/2021","809.19","827.84","833.48","803.92","2.83B","-2.15%"
"01/25/2021","826.93","834.84","835.28","816.75","2.80B","-1.07%"
"01/22/2021","835.91","832.93","845.36","832.93","2.96B","-1.25%"
"01/21/2021","846.51","818.93","850.99","818.93","3.21B","3.01%"
"01/20/2021","821.80","821.34","832.06","815.15","4.46B","0.61%"
"01/19/2021","816.82","805.20","820.95","805.20","3.45B","2.41%"
"01/18/2021","797.61","800.16","800.16","779.84","3.21B","0.28%"
"01/15/2021","795.38","816.26","820.65","794.95","3.96B","0.08%"
"01/14/2021","794.77","790.05","798.35","789.01","3.79B","-0.57%"
"01/13/2021","799.29","784.60","799.83","784.60","3.86B","2.36%"
"01/12/2021","780.85","779.53","788.28","774.99","3.60B","0.09%"
"01/11/2021","780.11","770.02","780.20","769.76","3.03B","0.91%"
"01/08/2021","773.05","769.86","773.05","763.93","3.51B","1.93%"
"01/07/2021","758.44","749.03","762.22","747.83","3.02B","1.96%"
"01/06/2021","743.83","751.20","755.11","734.01","4.51B","0.48%"
"01/05/2021","740.27","733.13","740.27","730.41","3.27B","1.11%"
"01/04/2021","732.17","719.34","734.90","719.34","3.53B","1.65%"
"12/31/2020","720.32","718.46","721.29","715.49","3.28B","0.41%"
"12/30/2020","717.36","707.98","717.37","706.54","2.81B","1.47%"
"12/29/2020","706.99","709.38","711.55","705.22","3.31B","-0.26%"
"12/28/2020","708.86","703.17","708.93","702.61","3.65B","1.08%"
"12/25/2020","701.29","699.78","705.93","699.43","2.59B","0.40%"
"12/24/2020","698.49","698.27","700.94","697.23","2.61B","0.34%"
"12/23/2020","696.10","692.76","698.15","691.37","2.38B","0.51%"
"12/22/2020","692.60","700.56","705.08","692.40","3.01B","-1.49%"
"12/21/2020","703.05","699.48","703.11","691.89","2.57B","0.73%"
"12/18/2020","697.96","698.19","702.23","696.81","2.86B","0.05%"
"12/17/2020","697.63","701.55","702.97","695.74","2.59B","-0.32%"
"12/16/2020","699.86","693.82","702.48","693.82","2.48B","1.64%"
"12/15/2020","688.58","696.23","699.39","688.30","3.15B","-1.14%"
"12/14/2020","696.53","699.15","701.03","695.05","3.39B","-0.68%"
"12/11/2020","701.29","704.41","706.08","689.34","3.77B","0.08%"
"12/10/2020","700.73","704.63","705.96","697.34","3.84B","-1.56%"
"12/09/2020","711.81","708.44","714.54","708.44","4.05B","0.21%"
"12/08/2020","710.35","700.72","711.07","697.27","3.89B","1.33%"
"12/07/2020","701.03","697.35","702.52","692.65","6.03B","1.60%"
"12/04/2020","690.02","683.07","691.11","683.07","4.86B","1.35%"
"12/03/2020","680.83","681.80","685.16","678.62","4.04B","-0.16%"
"12/02/2020","681.92","679.51","682.33","676.08","4.58B","1.34%"
"12/01/2020","672.93","669.76","672.93","664.97","4.42B","1.43%"
"11/30/2020","663.44","673.16","676.05","663.44","3.70B","-0.96%"
"11/27/2020","669.89","667.61","671.86","667.01","2.79B","0.22%"
"11/26/2020","668.42","664.02","670.13","664.02","2.58B","0.91%"
"11/25/2020","662.42","672.14","673.47","662.39","2.80B","-0.95%"
"11/24/2020","668.74","674.79","676.91","668.14","3.57B","-0.45%"
"11/23/2020","671.74","667.52","674.14","667.52","2.71B","1.48%"
"11/20/2020","661.95","660.59","663.41","658.95","2.47B","-0.01%"
"11/19/2020","662.02","665.99","666.72","661.02","2.40B","-0.56%"
"11/18/2020","665.72","657.15","665.72","655.60","2.25B","1.73%"
"11/17/2020","654.40","665.56","669.37","654.40","2.40B","0.25%"
"11/16/2020","652.75","639.62","652.75","639.62","2.29B","3.03%"
"11/13/2020","633.57","629.94","633.57","627.14","1.98B","0.57%"
"11/12/2020","630.01","634.16","635.06","629.05","2.19B","0.11%"
"11/11/2020","629.29","623.03","629.29","622.20","2.12B","0.75%"
"11/10/2020","624.58","629.14","629.50","621.44","2.13B","-1.25%"
"11/09/2020","632.50","629.79","634.00","627.71","2.00B","1.28%"
"11/06/2020","624.53","624.32","626.88","622.00","1.99B","0.43%"
"11/05/2020","621.84","619.53","621.84","616.31","1.66B","0.44%"
"11/04/2020","619.14","612.46","620.50","611.12","2.10B","1.47%"
"11/03/2020","610.15","606.04","612.26","606.04","1.68B","1.26%"
"11/02/2020","602.57","602.58","604.21","596.04","1.71B","0.20%"
"10/30/2020","601.38","607.86","608.18","601.38","2.36B","-1.20%"
"10/29/2020","608.66","607.92","610.34","604.13","2.34B","-1.10%"
"10/28/2020","615.46","619.16","620.89","614.11","2.11B","-0.85%"
"10/27/2020","620.76","619.67","621.34","617.33","2.18B","-0.27%"
"10/26/2020","622.41","625.16","626.90","621.97","2.66B","-0.15%"
"10/23/2020","623.32","627.33","628.48","622.42","2.22B","-0.29%"
"10/22/2020","625.11","622.00","625.11","620.16","2.38B","0.23%"
"10/21/2020","623.68","624.55","627.76","621.77","2.36B","0.19%"
"10/20/2020","622.50","624.90","626.69","622.50","1.54B","-0.61%"
"10/19/2020","626.29","620.11","626.29","619.82","1.85B","1.63%"
"10/16/2020","616.25","619.91","625.08","616.25","2.08B","-0.78%"
"10/15/2020","621.07","623.77","625.25","618.46","2.22B","-0.75%"
"10/14/2020","625.79","626.73","627.95","624.34","2.34B","-0.39%"
"10/13/2020","628.24","630.18","630.61","622.07","1.95B","0.08%"
"10/12/2020","627.71","628.05","630.36","624.59","2.37B","0.83%"
"10/08/2020","622.55","618.20","623.22","617.19","2.42B","1.77%"
"10/07/2020","611.74","605.08","613.72","603.16","1.81B","0.66%"
"10/06/2020","607.75","607.25","608.72","605.50","1.81B","1.28%"
"10/05/2020","600.08","603.41","605.65","598.77","1.71B","0.09%"
"09/30/2020","599.52","597.20","601.70","595.63","1.60B","0.55%"
"09/29/2020","596.24","597.91","602.11","593.79","1.89B","0.01%"
"09/28/2020","596.18","587.43","596.18","586.95","1.81B","2.10%"
"09/25/2020","583.90","591.00","593.78","579.33","2.39B","-0.65%"
"09/24/2020","587.70","595.20","597.12","587.70","2.44B","-2.36%"
"09/23/2020","601.92","604.84","607.26","600.09","1.85B","-0.33%"
"09/22/2020","603.94","609.36","609.38","602.93","1.81B","-0.96%"
"09/21/2020","609.77","614.58","619.57","609.77","1.82B","-0.81%"
"09/18/2020","614.75","615.64","618.51","612.88","1.81B","-0.34%"
"09/17/2020","616.86","619.65","622.80","615.23","1.67B","-1.14%"
"09/16/2020","623.95","625.54","627.88","623.02","2.17B","1.55%"
"09/15/2020","614.44","610.68","616.05","609.92","2.24B","0.60%"
"09/14/2020","610.75","603.05","611.48","603.05","1.85B","1.31%"
"09/11/2020","602.84","602.89","603.54","599.65","2.28B","0.03%"
"09/10/2020","602.65","601.33","604.05","600.37","2.77B","0.93%"
"09/09/2020","597.07","595.35","597.79","590.42","2.38B","-0.56%"
"09/08/2020","600.41","599.30","603.19","597.70","2.33B","0.64%"
"09/07/2020","596.60","602.32","605.59","595.17","2.91B","-0.88%"
"09/04/2020","601.90","601.09","602.91","597.50","3.36B","-1.18%"
"09/03/2020","609.08","611.54","614.22","607.43","3.93B","0.57%"
"09/02/2020","605.63","609.96","611.61","602.78","2.38B","0.15%"
"09/01/2020","604.71","597.59","604.71","595.36","2.42B","1.52%"
"08/31/2020","595.63","607.00","610.42","595.63","2.35B","-1.50%"
"08/28/2020","604.73","608.07","609.26","601.38","2.25B","-1.01%"
"08/27/2020","610.92","616.03","621.13","610.65","3.62B","-0.14%"
"08/26/2020","611.79","607.78","611.79","605.88","2.00B","0.79%"
"08/25/2020","607.00","605.71","609.64","603.76","2.11B","0.97%"
"08/24/2020","601.17","599.20","605.47","596.10","2.14B","0.62%"
"08/21/2020","597.49","591.69","599.63","591.14","2.30B","2.20%"
"08/20/2020","584.62","605.60","605.60","571.16","3.59B","-3.64%"
"08/19/2020","606.73","615.31","617.32","606.73","2.62B","-1.01%"
"08/18/2020","612.93","621.69","621.69","611.92","2.20B","-1.19%"
"08/17/2020","620.31","613.54","620.31","611.73","2.41B","1.29%"
"08/14/2020","612.38","606.69","612.78","605.70","2.44B","0.28%"
"08/13/2020","610.68","611.91","614.18","607.66","2.41B","1.04%"
"08/12/2020","604.40","607.14","608.24","602.64","2.09B","-1.15%"
"08/11/2020","611.41","616.03","618.82","611.41","2.04B","-1.18%"
"08/10/2020","618.74","613.88","622.51","613.88","2.21B","0.23%"
"08/07/2020","617.33","621.71","622.27","614.07","2.20B","-0.80%"
"08/06/2020","622.33","623.49","626.00","618.84","2.59B","0.98%"
"08/05/2020","616.29","615.32","618.50","612.90","2.72B","0.86%"
"08/04/2020","611.02","604.57","611.02","603.53","2.27B","1.89%"
"08/03/2020","599.67","606.71","609.19","599.38","2.12B","-1.43%"
"07/31/2020","608.38","606.38","612.76","605.73","2.17B","-0.52%"
"07/30/2020","611.59","611.63","615.78","605.35","2.24B","1.89%"
"07/29/2020","600.26","602.60","607.50","595.60","1.94B","-1.08%"
"07/28/2020","606.82","632.24","639.12","602.49","3.04B","0.46%"
"07/27/2020","604.06","600.97","606.27","600.22","2.35B","4.76%"
"07/24/2020","576.63","584.57","588.68","573.83","2.84B","-0.60%"
"07/23/2020","580.10","579.27","581.04","575.80","2.40B","-0.39%"
"07/22/2020","582.40","577.80","583.81","577.37","2.25B","0.70%"
"07/21/2020","578.33","567.51","581.51","567.51","2.28B","2.83%"
"07/20/2020","562.41","564.30","565.47","556.28","1.83B","0.00%"
"07/17/2020","562.42","561.00","566.86","559.73","2.14B","0.75%"
"07/16/2020","558.22","560.13","562.50","554.61","1.89B","-0.66%"
"07/15/2020","561.95","566.18","570.80","560.24","2.45B","-0.39%"
"07/14/2020","564.13","560.95","565.01","558.62","2.08B","0.49%"
"07/13/2020","561.36","556.74","561.50","556.74","2.18B","1.42%"
"07/10/2020","553.51","562.49","562.71","550.87","2.54B","-0.81%"
"07/09/2020","558.04","559.77","562.43","557.11","2.36B","0.43%"
"07/08/2020","555.65","550.14","557.00","549.86","2.22B","0.94%"
"07/07/2020","550.50","556.05","559.74","546.90","2.86B","-0.11%"
"07/06/2020","551.13","541.87","551.13","541.87","2.94B","2.21%"
